,wd11cd,comparison_Number_of_charities
1490,E05004056,4
1491,E05004057,18
1492,E05004058,7
1493,E05004061,1
1494,E05004067,16
1495,E05004068,27
1496,E05004069,9
1497,E05004070,19
1498,E05004071,14
1499,E05004072,11
1500,E05004073,8
1501,E05004074,10
1502,E05004075,8
1503,E05004076,1
1504,E05004077,15
1505,E05004078,15
1506,E05004079,9
1507,E05004080,9
1508,E05004081,25
1509,E05004110,5
1510,E05004112,9
1511,E05004147,6
1512,E05004153,23
1513,E05004154,9
1514,E05004156,7
1515,E05004159,4
1516,E05004160,4
1517,E05004161,7
1518,E05004162,9
1519,E05004163,8
1520,E05004164,13
1521,E05004165,18
1522,E05004167,4
1523,E05004168,5
1524,E05004169,7
1525,E05004170,2
1526,E05004171,7
1527,E05004173,21
1528,E05004174,6
1529,E05004179,10
1530,E05004180,7
1531,E05004181,5
1532,E05004182,8
1533,E05004183,9
1534,E05004184,13
1535,E05004185,11
1536,E05004186,22
1537,E05004187,11
1538,E05004188,6
1539,E05004189,7
1540,E05004209,4
1541,E05004228,1
1542,E05004229,13
1543,E05004230,4
1544,E05004231,9
1545,E05004233,3
1546,E05004234,25
1547,E05004235,8
1548,E05004236,3
1549,E05004238,4
1550,E05004239,9
1551,E05004240,12
1552,E05004241,6
1553,E05004242,9
1554,E05004244,13
1555,E05004246,19
1556,E05004247,11
1557,E05004248,13
1558,E05004250,12
1559,E05004251,6
1560,E05004252,5
1561,E05004253,6
1562,E05004254,7
1563,E05004255,4
1564,E05004256,8
1565,E05004257,10
1566,E05004258,9
1567,E05004260,15
1568,E05004261,18
1569,E05004265,11
1570,E05004266,14
1571,E05004267,1
1572,E05004270,7
1573,E05004271,18
1574,E05004272,16
1575,E05004273,24
1576,E05004275,11
1577,E05004276,28
1578,E05004279,13
1579,E05004284,1
1580,E05004285,18
1581,E05004286,10
1582,E05004287,15
1583,E05004288,21
1584,E05004289,12
1585,E05004290,10
1586,E05004291,23
1587,E05004292,15
1588,E05004293,24
1589,E05004294,4
1590,E05004295,30
1591,E05004296,24
1592,E05004297,10
1593,E05004298,31
1594,E05004299,16
1595,E05004300,17
1596,E05004301,6
1597,E05004302,10
1598,E05004303,2
1599,E05004304,6
1600,E05004305,12
1601,E05004306,7
1602,E05004307,11
1603,E05004308,3
1604,E05004310,27
1605,E05004311,23
1606,E05004312,12
1607,E05004313,50
1608,E05004314,18
1609,E05004315,5
1610,E05004321,5
1611,E05004323,25
1612,E05004327,19
1613,E05004328,16
1614,E05004329,15
1615,E05004330,10
1616,E05004331,17
1617,E05004334,19
1618,E05004336,13
1619,E05004337,7
1620,E05004338,4
1621,E05004339,6
1622,E05004340,7
1623,E05004341,10
1624,E05004342,10
1625,E05004343,6
1626,E05004344,13
1627,E05004345,3
1628,E05004346,14
1629,E05004347,6
1630,E05004348,16
1631,E05004349,16
1632,E05004350,8
1633,E05004351,23
1634,E05004352,7
1635,E05004353,5
1636,E05004354,18
1637,E05004355,12
1638,E05004356,26
1639,E05004357,23
1640,E05004358,18
1641,E05004359,9
1642,E05004360,12
1643,E05004361,14
1644,E05004362,19
1645,E05004378,1
1646,E05004379,20
1647,E05004382,14
1648,E05004383,10
1649,E05004386,28
1650,E05004387,22
1651,E05004388,6
1652,E05004390,2
1653,E05004391,21
1654,E05004399,10
1655,E05004400,21
1656,E05004405,15
1657,E05004407,47
1658,E05004408,9
1659,E05004416,7
1660,E05004418,9
1661,E05004422,4
1662,E05004425,6
1663,E05004427,22
1664,E05004428,14
1665,E05004430,28
1666,E05004431,14
1667,E05004432,10
1668,E05004433,6
1669,E05004434,7
1670,E05004435,13
1671,E05004436,41
1672,E05004437,33
1673,E05004438,11
1674,E05004439,16
1675,E05004440,17
1676,E05004441,14
1677,E05004442,9
1678,E05004443,8
1679,E05004444,28
1680,E05004445,7
1681,E05004446,32
1682,E05004447,23
1683,E05004448,7
1684,E05004449,7
1685,E05004450,3
1686,E05004451,4
1687,E05004452,15
1688,E05004453,12
1689,E05004454,12
1690,E05004455,5
1691,E05004456,24
1692,E05004457,23
1693,E05004458,7
1694,E05004459,7
1695,E05004460,6
1696,E05004461,6
1697,E05004462,12
1698,E05004463,14
1699,E05004464,8
1700,E05004465,13
1701,E05004466,34
1702,E05004468,26
1703,E05004469,14
1704,E05004470,20
1705,E05004471,20
1706,E05004472,19
1707,E05004473,32
1708,E05004474,19
1709,E05004480,4
1710,E05004481,27
1711,E05004482,9
1712,E05004483,8
1713,E05004484,4
1714,E05004485,10
1715,E05004486,14
1716,E05004487,15
1717,E05004488,18
1718,E05004490,27
1719,E05004491,17
1720,E05004492,11
1721,E05004493,3
1722,E05004494,2
1723,E05004495,1
1724,E05004496,5
1725,E05004497,5
1726,E05004498,15
1727,E05004499,16
1728,E05004500,20
1729,E05004501,26
1730,E05004502,14
1731,E05004503,20
1732,E05004504,6
1733,E05004505,10
1734,E05004506,29
1735,E05004507,14
1736,E05004508,9
1737,E05004509,15
1738,E05004510,12
1739,E05004511,23
1740,E05004512,14
1741,E05004513,7
1742,E05004514,11
1743,E05004515,12
1744,E05004516,16
1745,E05004517,10
1746,E05004518,3
1747,E05004519,8
1748,E05004520,11
1749,E05004521,15
1750,E05004522,13
1751,E05004523,14
1752,E05004524,20
1753,E05004525,13
1754,E05004526,19
1755,E05004527,20
1756,E05004528,22
1757,E05004529,13
1758,E05004530,17
1759,E05004531,8
1760,E05004532,13
1761,E05004533,4
1762,E05004534,3
1763,E05004535,8
1764,E05004536,10
1765,E05004537,5
1766,E05004538,3
1767,E05004539,4
1768,E05004540,1
1769,E05004541,8
1770,E05004542,14
1771,E05004543,6
1772,E05004544,4
1773,E05004545,5
1774,E05004546,5
1775,E05004547,14
1776,E05004548,13
1777,E05004549,5
1778,E05004550,10
1779,E05004551,21
1780,E05004552,14
1781,E05004553,10
1782,E05004554,14
1783,E05004555,11
1784,E05004556,19
1785,E05004557,15
1786,E05004558,13
1787,E05004559,22
1788,E05004560,29
1789,E05004561,16
1790,E05004562,34
1791,E05004563,16
1792,E05004564,2
1793,E05004565,13
1794,E05004571,27
1795,E05004573,17
1796,E05004574,18
1797,E05004580,17
1798,E05004581,21
1799,E05004582,6
1800,E05004583,11
1801,E05004584,25
1802,E05004585,12
1803,E05004586,28
1804,E05004587,38
1805,E05004588,11
1806,E05004589,16
1807,E05004590,21
1808,E05004592,8
1809,E05004593,9
1810,E05004596,3
1811,E05004597,11
1812,E05004598,18
1813,E05004599,6
1814,E05004600,24
1815,E05004601,24
1816,E05004602,17
1817,E05004603,34
1818,E05004604,15
1819,E05004605,12
1820,E05004606,12
1821,E05004607,16
1822,E05004608,21
1823,E05004609,6
1824,E05004610,11
1825,E05004611,9
1826,E05004612,7
1827,E05004613,3
1828,E05004614,10
1829,E05004615,24
1830,E05004616,7
1831,E05004617,13
1832,E05004618,6
1833,E05004619,13
1834,E05004620,9
1835,E05004621,6
1836,E05004622,9
1837,E05004623,11
1838,E05004624,10
1839,E05004625,15
1840,E05004626,11
1841,E05004627,11
1842,E05004628,28
1843,E05004629,8
1844,E05004630,15
1845,E05004631,12
1846,E05004632,23
1847,E05004633,26
1848,E05004634,7
1849,E05004635,35
1850,E05004636,7
1851,E05004637,26
1852,E05004638,13
1853,E05004639,8
1854,E05004640,18
1855,E05004641,8
1856,E05004642,19
1857,E05004643,21
1858,E05004644,7
1859,E05004645,11
1860,E05004646,21
1861,E05004647,14
1862,E05004648,16
1863,E05004649,16
1864,E05004650,11
1865,E05004651,15
1866,E05004652,35
1867,E05004653,6
1868,E05004654,19
1869,E05004655,27
1870,E05004656,21
1871,E05004658,11
1872,E05004659,24
1873,E05004660,21
1874,E05004661,18
1875,E05004662,11
1876,E05004663,17
1877,E05004664,23
1878,E05004665,44
1879,E05004666,14
1880,E05004667,7
1881,E05004668,41
1882,E05004669,30
1883,E05004670,14
1884,E05004671,12
1885,E05004672,18
1886,E05004673,35
1887,E05004674,20
1888,E05004675,5
1889,E05004676,12
1890,E05004677,23
1891,E05004678,25
1892,E05004684,10
1893,E05004685,19
1894,E05004687,7
1895,E05004690,10
1896,E05004693,15
1897,E05004711,12
1898,E05004712,17
1899,E05004713,20
1900,E05004716,22
1901,E05004717,14
1902,E05004718,19
1903,E05004719,23
1904,E05004720,20
1905,E05004721,6
1906,E05004724,9
1907,E05004725,25
1908,E05004726,35
1909,E05004727,14
1910,E05004728,4
1911,E05004729,11
1912,E05004730,8
1913,E05004731,29
1914,E05004732,15
1915,E05004733,12
1916,E05004734,6
1917,E05004735,23
1918,E05004736,9
1919,E05004737,37
1920,E05004738,10
1921,E05004739,25
1922,E05004741,12
1923,E05004742,15
1924,E05004743,10
1925,E05004744,18
1926,E05004745,11
1927,E05004747,7
1928,E05004752,12
1929,E05004753,14
1930,E05004754,11
1931,E05004755,23
1932,E05004773,1
1933,E05004800,1
1934,E05004804,1
1935,E05004819,3
1936,E05004821,5
1937,E05004826,1
1938,E05004827,5
1939,E05004829,6
1940,E05004832,3
1941,E05004833,5
1942,E05004838,6
1943,E05004839,17
1944,E05004840,6
1945,E05004841,6
1946,E05004842,12
1947,E05004843,16
1948,E05004844,13
1949,E05004845,34
1950,E05004846,14
1951,E05004847,7
1952,E05004848,12
1953,E05004849,6
1954,E05004850,2
1955,E05004853,12
1956,E05004854,2
1957,E05004855,5
1958,E05004856,5
1959,E05004857,5
1960,E05004867,3
1961,E05004868,4
1962,E05004869,13
1963,E05004870,3
1964,E05004871,11
1965,E05004873,21
1966,E05004874,3
1967,E05004875,12
1968,E05004876,8
1969,E05004877,11
1970,E05004878,7
1971,E05004879,14
1972,E05004880,7
1973,E05004881,6
1974,E05004882,2
1975,E05004883,12
1976,E05004884,2
1977,E05004885,4
1978,E05004886,18
1979,E05004887,13
1980,E05004888,35
1981,E05004889,5
1982,E05004890,6
1983,E05004891,3
1984,E05004892,9
1985,E05004893,12
1986,E05004894,12
1987,E05004895,12
1988,E05004897,29
1989,E05004898,11
1990,E05004899,20
1991,E05004900,29
1992,E05004901,22
1993,E05004934,7
1994,E05004939,6
1995,E05004943,6
1996,E05004944,5
1997,E05004945,11
1998,E05004946,8
1999,E05004947,26
2000,E05004948,15
2001,E05004950,5
2002,E05004951,14
2003,E05004952,15
2004,E05004953,13
2005,E05004954,13
2006,E05004955,14
2007,E05004956,21
2008,E05004957,25
2009,E05004958,6
2010,E05004959,30
2011,E05004960,10
2012,E05004961,4
2013,E05004962,27
2014,E05004963,10
2015,E05004964,15
2016,E05004965,5
2017,E05004966,9
2018,E05004968,6
2019,E05004969,17
2020,E05004970,14
2021,E05004971,10
2022,E05004972,10
2023,E05004973,3
2024,E05004974,10
2025,E05004975,10
2026,E05004976,9
2027,E05004977,24
2028,E05004978,8
2029,E05004979,8
2030,E05004980,7
2031,E05004981,13
2032,E05004982,10
2033,E05004983,9
2034,E05004984,15
2035,E05004985,12
2036,E05004986,28
2037,E05004987,22
2038,E05004989,4
2039,E05004990,8
2040,E05004991,20
2041,E05004992,9
2042,E05004993,23
2043,E05004994,21
2044,E05004995,20
2045,E05004996,30
2046,E05004997,10
2047,E05004999,32
2048,E05005000,18
2049,E05005001,9
2050,E05005002,8
2051,E05005003,11
2052,E05005004,6
2053,E05005006,24
2054,E05005007,13
2055,E05005008,1
2056,E05005009,42
2057,E05005012,17
2058,E05005017,8
2059,E05005018,19
2060,E05005019,3
2061,E05005021,18
2062,E05005022,15
2063,E05005023,33
2064,E05005024,11
2065,E05005025,19
2066,E05005026,17
2067,E05005027,23
2068,E05005028,9
2069,E05005029,36
2070,E05005033,18
2071,E05005034,9
2072,E05005035,1
2073,E05005036,11
2074,E05005037,6
2075,E05005038,6
2076,E05005039,4
2077,E05005040,14
2078,E05005041,9
2079,E05005042,11
2080,E05005043,8
2081,E05005044,8
2082,E05005045,22
2083,E05005046,15
2084,E05005047,2
2085,E05005048,12
2086,E05005049,8
2087,E05005050,7
2088,E05005051,6
2089,E05005052,12
2090,E05005053,27
2091,E05005054,11
2092,E05005055,20
2093,E05005056,14
2094,E05005057,1
2095,E05005058,33
2096,E05005059,6
2097,E05005060,3
2098,E05005061,13
2099,E05005062,10
2100,E05005065,5
2101,E05005066,4
2102,E05005067,4
2103,E05005068,18
2104,E05005069,9
2105,E05005070,5
2106,E05005071,3
2107,E05005072,16
2108,E05005073,17
2109,E05005074,10
2110,E05005075,8
2111,E05005076,15
2112,E05005077,4
2113,E05005078,17
2114,E05005080,8
2115,E05005081,5
2116,E05005084,15
2117,E05005085,12
2118,E05005086,13
2119,E05005090,12
2120,E05005092,2
2121,E05005094,3
2122,E05005095,4
2123,E05005096,9
2124,E05005097,7
2125,E05005099,5
2126,E05005100,13
2127,E05005101,21
2128,E05005104,22
2129,E05005105,4
2130,E05005106,34
2131,E05005107,2
2132,E05005108,11
2133,E05005109,8
2134,E05005111,17
2135,E05005112,17
2136,E05005113,20
2137,E05005114,22
2138,E05005115,13
2139,E05005116,26
2140,E05005117,12
2141,E05005119,10
2142,E05005121,10
2143,E05005125,6
2144,E05005127,9
2145,E05005128,21
2146,E05005129,11
2147,E05005130,52
2148,E05005131,33
2149,E05005133,11
2150,E05005135,16
2151,E05005136,26
2152,E05005137,24
2153,E05005138,15
2154,E05005139,10
2155,E05005141,1
2156,E05005150,8
2157,E05005151,7
2158,E05005152,3
2159,E05005153,10
2160,E05005154,6
2161,E05005155,15
2162,E05005156,7
2163,E05005157,4
2164,E05005158,2
2165,E05005159,9
2166,E05005160,11
2167,E05005161,2
2168,E05005162,3
2169,E05005163,5
2170,E05005164,6
2171,E05005176,13
2172,E05005182,16
2173,E05005256,2
2174,E05005257,12
2175,E05005260,5
2176,E05005263,6
2177,E05005264,4
2178,E05005295,1
2179,E05005302,1
2180,E05005307,6
2181,E05005318,7
2182,E05005321,8
2183,E05005323,5
2184,E05005325,3
2185,E05005327,5
2186,E05005336,4
2187,E05005337,9
2188,E05005338,4
2189,E05005339,8
2190,E05005342,9
2191,E05005343,2
2192,E05005344,10
2193,E05005348,1
2194,E05005350,7
2195,E05005353,5
2196,E05005410,2
2197,E05005413,6
2198,E05005418,6
2199,E05005421,11
2200,E05005424,4
2201,E05005427,25
2202,E05005431,12
2203,E05005432,1
2204,E05005433,11
2205,E05005434,11
2206,E05005435,13
2207,E05005436,16
2208,E05005437,15
2209,E05005438,14
2210,E05005439,6
2211,E05005440,30
2212,E05005441,9
2213,E05005442,16
2214,E05005444,14
2215,E05005445,3
2216,E05005446,16
2217,E05005447,12
2218,E05005448,16
2219,E05005451,22
2220,E05005453,10
2221,E05005454,6
2222,E05005455,22
2223,E05005460,10
2224,E05005463,6
2225,E05005464,15
2226,E05005465,7
2227,E05005466,3
2228,E05005467,10
2229,E05005468,5
2230,E05005469,18
2231,E05005470,21
2232,E05005471,15
2233,E05005472,16
2234,E05005473,19
2235,E05005474,21
2236,E05005475,12
2237,E05005477,1
2238,E05005478,16
2239,E05005479,15
2240,E05005480,8
2241,E05005482,9
2242,E05005483,20
2243,E05005484,18
2244,E05005487,19
2245,E05005488,11
2246,E05005489,16
2247,E05005490,11
2248,E05005491,19
2249,E05005493,6
2250,E05005494,4
2251,E05005495,2
2252,E05005496,12
2253,E05005497,20
2254,E05005498,27
2255,E05005499,8
2256,E05005500,21
2257,E05005501,4
2258,E05005502,6
2259,E05005503,3
2260,E05005504,8
2261,E05005505,10
2262,E05005506,13
2263,E05005507,10
2264,E05005508,15
2265,E05005509,12
2266,E05005510,6
2267,E05005511,4
2268,E05005512,10
2269,E05005513,12
2270,E05005514,11
2271,E05005515,2
2272,E05005516,21
2273,E05005517,14
2274,E05005518,10
2275,E05005519,10
2276,E05005520,8
2277,E05005521,8
2278,E05005522,23
2279,E05005523,12
2280,E05005524,11
2281,E05005525,5
2282,E05005526,12
2283,E05005527,3
2284,E05005528,5
2285,E05005529,24
2286,E05005530,4
2287,E05005536,10
2288,E05005537,10
2289,E05005538,12
2290,E05005539,15
2291,E05005540,15
2292,E05005541,3
2293,E05005542,13
2294,E05005543,1
2295,E05005544,14
2296,E05005545,13
2297,E05005546,5
2298,E05005547,7
2299,E05005548,10
2300,E05005549,11
2301,E05005550,7
2302,E05005551,15
2303,E05005552,5
2304,E05005553,4
2305,E05005555,12
2306,E05005556,7
2307,E05005557,6
2308,E05005558,14
2309,E05005559,18
2310,E05005560,5
2311,E05005561,9
2312,E05005562,5
2313,E05005564,12
2314,E05005565,10
2315,E05005566,13
2316,E05005567,15
2317,E05005568,3
2318,E05005570,13
2319,E05005571,3
2320,E05005572,9
2321,E05005573,12
2322,E05005574,2
2323,E05005575,6
2324,E05005576,5
2325,E05005577,7
2326,E05005578,8
2327,E05005579,4
2328,E05005580,6
2329,E05005581,7
2330,E05005582,6
2331,E05005583,7
2332,E05005584,1
2333,E05005585,14
2334,E05005586,4
2335,E05005587,13
2336,E05005588,8
2337,E05005589,3
2338,E05005590,9
2339,E05005591,7
2340,E05005592,7
2341,E05005593,10
2342,E05005594,14
2343,E05005595,4
2344,E05005596,4
2345,E05005598,9
2346,E05005599,2
2347,E05005600,5
2348,E05005601,13
2349,E05005602,12
2350,E05005603,5
2351,E05005604,15
2352,E05005605,19
2353,E05005618,13
2354,E05005620,2
2355,E05005625,30
2356,E05005627,10
2357,E05005628,8
2358,E05005635,14
2359,E05005636,8
2360,E05005638,3
2361,E05005639,1
2362,E05005640,9
2363,E05005641,22
2364,E05005642,1
2365,E05005644,5
2366,E05005645,31
2367,E05005646,4
2368,E05005647,8
2369,E05005648,6
2370,E05005649,15
2371,E05005650,35
2372,E05005651,26
2373,E05005652,21
2374,E05005653,11
2375,E05005654,7
2376,E05005655,14
2377,E05005656,5
2378,E05005657,4
2379,E05005658,11
2380,E05005659,7
2381,E05005660,12
2382,E05005661,9
2383,E05005663,11
2384,E05005664,3
2385,E05005665,4
2386,E05005666,16
2387,E05005667,25
2388,E05005669,8
2389,E05005670,10
2390,E05005671,11
2391,E05005672,22
2392,E05005673,7
2393,E05005674,5
2394,E05005675,10
2395,E05005676,9
2396,E05005677,12
2397,E05005678,6
2398,E05005679,6
2399,E05005680,15
2400,E05005681,13
2401,E05005683,11
2402,E05005684,4
2403,E05005685,9
2404,E05005686,15
2405,E05005689,19
2406,E05005690,10
2407,E05005692,7
2408,E05005693,11
2409,E05005695,15
2410,E05005697,2
2411,E05005701,9
2412,E05005702,8
2413,E05005703,7
2414,E05005704,9
2415,E05005705,4
2416,E05005706,10
2417,E05005711,1
2418,E05005712,17
2419,E05005713,2
2420,E05005715,10
2421,E05005716,2
2422,E05005717,6
2423,E05005720,4
2424,E05005721,12
2425,E05005722,11
2426,E05005723,9
2427,E05005724,5
2428,E05005725,20
2429,E05005726,2
2430,E05005727,12
2431,E05005728,10
2432,E05005729,11
2433,E05005730,3
2434,E05005731,10
2435,E05005732,28
2436,E05005733,12
2437,E05005734,16
2438,E05005735,16
2439,E05005736,8
2440,E05005737,7
2441,E05005738,19
2442,E05005739,8
2443,E05005740,25
2444,E05005741,27
2445,E05005742,11
2446,E05005743,18
2447,E05005744,14
2448,E05005745,7
2449,E05005746,11
2450,E05005747,11
2451,E05005748,8
2452,E05005749,23
2453,E05005750,17
2454,E05005751,16
2455,E05005752,19
2456,E05005753,17
2457,E05005754,10
2458,E05005755,27
2459,E05005756,19
2460,E05005757,14
2461,E05005758,26
2462,E05005759,33
2463,E05005760,22
2464,E05005761,13
2465,E05005762,13
2466,E05005763,12
2467,E05005766,21
2468,E05005767,5
2469,E05005770,12
2470,E05005771,17
2471,E05005772,13
2472,E05005774,16
2473,E05005775,25
2474,E05005776,12
2475,E05005783,16
2476,E05005784,7
2477,E05005785,8
2478,E05005786,4
2479,E05005787,8
2480,E05005788,13
2481,E05005789,6
2482,E05005790,17
2483,E05005791,14
2484,E05005792,12
2485,E05005793,12
2486,E05005794,10
2487,E05005795,5
2488,E05005796,12
2489,E05005797,6
2490,E05005798,3
2491,E05005799,17
2492,E05005800,5
2493,E05005801,12
2494,E05005802,11
2495,E05005803,17
2496,E05005804,5
2497,E05005805,24
2498,E05005806,12
2499,E05005807,19
2500,E05005808,3
2501,E05005809,2
2502,E05005810,16
2503,E05005811,1
2504,E05005812,7
2505,E05005813,6
2506,E05005814,9
2507,E05005815,10
2508,E05005816,14
2509,E05005817,8
2510,E05005818,19
2511,E05005819,7
2512,E05005820,1
2513,E05005821,12
2514,E05005822,15
2515,E05005824,8
2516,E05005825,11
2517,E05005826,6
2518,E05005827,30
2519,E05005828,19
2520,E05005829,5
2521,E05005830,9
2522,E05005831,21
2523,E05005832,18
2524,E05005833,7
2525,E05005834,17
2526,E05005835,16
2527,E05005836,7
2528,E05005837,6
2529,E05005838,8
2530,E05005839,13
2531,E05005840,6
2532,E05005841,16
2533,E05005842,20
2534,E05005843,15
2535,E05005844,7
2536,E05005846,20
2537,E05005847,13
2538,E05005848,13
2539,E05005849,11
2540,E05005850,33
2541,E05005851,16
2542,E05005852,11
2543,E05005853,16
2544,E05005854,11
2545,E05005855,6
2546,E05005856,16
2547,E05005857,15
2548,E05005858,17
2549,E05005859,6
2550,E05005860,12
2551,E05005861,7
2552,E05005862,26
2553,E05005863,13
2554,E05005864,7
2555,E05005865,10
2556,E05005866,21
2557,E05005867,16
2558,E05005868,18
2559,E05005869,17
2560,E05005870,14
2561,E05005872,23
2562,E05005873,33
2563,E05005874,15
2564,E05005875,28
2565,E05005876,21
2566,E05005890,12
2567,E05005891,29
2568,E05005892,24
2569,E05005893,14
2570,E05005894,10
2571,E05005895,1
2572,E05005896,17
2573,E05005897,20
2574,E05005898,3
2575,E05005900,12
2576,E05005901,13
2577,E05005903,27
2578,E05005904,28
2579,E05005905,9
2580,E05005906,10
2581,E05005907,15
2582,E05005908,22
2583,E05005909,15
2584,E05005910,13
2585,E05005911,6
2586,E05005912,11
2587,E05005913,9
2588,E05005914,19
2589,E05005915,12
2590,E05005917,10
2591,E05005918,19
2592,E05005919,23
2593,E05005920,21
2594,E05005921,18
2595,E05005923,9
2596,E05005924,31
2597,E05005925,8
2598,E05005926,2
2599,E05005927,2
2600,E05005928,4
2601,E05005929,7
2602,E05005930,1
2603,E05005931,3
2604,E05005932,4
2605,E05005933,2
2606,E05005934,8
2607,E05005935,4
2608,E05005936,8
2609,E05005938,7
2610,E05005939,1
2611,E05005940,11
2612,E05005941,11
2613,E05005942,6
2614,E05005943,13
2615,E05005944,28
2616,E05005947,10
2617,E05005949,13
2618,E05005950,10
2619,E05005952,11
2620,E05005953,5
2621,E05005954,10
2622,E05005960,4
2623,E05005961,8
2624,E05005963,13
2625,E05005964,1
2626,E05005965,9
2627,E05005966,2
2628,E05005967,8
2629,E05005968,7
2630,E05005971,4
2631,E05005973,19
2632,E05005978,10
2633,E05005979,9
2634,E05005980,1
2635,E05005981,9
2636,E05005982,15
2637,E05005984,11
2638,E05005985,13
2639,E05005986,6
2640,E05005987,15
2641,E05005988,2
2642,E05005989,13
2643,E05005991,12
2644,E05005992,13
2645,E05005993,11
2646,E05005994,8
2647,E05005995,2
2648,E05005996,14
2649,E05005998,10
2650,E05005999,18
2651,E05006000,12
2652,E05006001,30
2653,E05006002,19
2654,E05006003,8
2655,E05006027,13
2656,E05006028,32
2657,E05006030,14
2658,E05006031,7
2659,E05006032,5
2660,E05006034,16
2661,E05006035,34
2662,E05006036,14
2663,E05006041,10
2664,E05006042,11
2665,E05006043,13
2666,E05006044,17
2667,E05006045,5
2668,E05006047,6
2669,E05006048,16
2670,E05006049,12
2671,E05006050,17
2672,E05006051,12
2673,E05006052,20
2674,E05006053,14
2675,E05006061,11
2676,E05006062,14
2677,E05006066,7
2678,E05006069,14
2679,E05006189,18
2680,E05006190,16
2681,E05006192,5
2682,E05006193,11
2683,E05006194,25
2684,E05006195,12
2685,E05006196,20
2686,E05006197,20
2687,E05006199,14
2688,E05006200,19
2689,E05006201,6
2690,E05006202,16
2691,E05006203,4
2692,E05006204,7
2693,E05006205,2
2694,E05006206,26
2695,E05006207,18
2696,E05006211,1
2697,E05006213,15
2698,E05006214,1
2699,E05006215,8
2700,E05006216,13
2701,E05006225,7
2702,E05006226,15
2703,E05006228,15
2704,E05006234,11
2705,E05006236,16
2706,E05006240,11
2707,E05006241,8
2708,E05006253,16
2709,E05006255,4
2710,E05006258,18
2711,E05006261,9
2712,E05006267,13
2713,E05006270,23
2714,E05006271,4
2715,E05006274,4
2716,E05006276,10
2717,E05006277,8
2718,E05006280,5
2719,E05006281,1
2720,E05006282,3
2721,E05006283,4
2722,E05006286,5
2723,E05006288,7
2724,E05006289,8
2725,E05006291,12
2726,E05006292,10
2727,E05006293,11
2728,E05006294,16
2729,E05006296,15
2730,E05006297,13
2731,E05006298,11
2732,E05006299,10
2733,E05006300,19
2734,E05006301,23
2735,E05006302,22
2736,E05006303,13
2737,E05006304,16
2738,E05006305,21
2739,E05006306,3
2740,E05006307,15
2741,E05006308,15
2742,E05006309,16
2743,E05006310,8
2744,E05006311,13
2745,E05006312,9
2746,E05006313,13
2747,E05006314,16
2748,E05006315,18
2749,E05006316,8
2750,E05006317,28
2751,E05006318,11
2752,E05006319,6
2753,E05006320,17
2754,E05006321,23
2755,E05006322,6
2756,E05006323,27
2757,E05006324,9
2758,E05006325,15
2759,E05006326,9
2760,E05006327,14
2761,E05006328,6
2762,E05006329,6
2763,E05006330,22
2764,E05006331,18
2765,E05006332,7
2766,E05006333,6
2767,E05006334,4
2768,E05006335,22
2769,E05006336,10
2770,E05006337,15
2771,E05006338,3
2772,E05006339,14
2773,E05006340,22
2774,E05006341,7
2775,E05006342,9
2776,E05006345,5
2777,E05006346,8
2778,E05006347,5
2779,E05006348,6
2780,E05006351,9
2781,E05006352,2
2782,E05006353,16
2783,E05006354,16
2784,E05006358,10
2785,E05006359,12
2786,E05006360,4
2787,E05006361,5
2788,E05006362,12
2789,E05006363,8
2790,E05006364,8
2791,E05006365,12
2792,E05006366,3
2793,E05006367,6
2794,E05006368,11
2795,E05006369,3
2796,E05006370,10
2797,E05006371,11
2798,E05006372,11
2799,E05006373,18
2800,E05006374,7
2801,E05006375,6
2802,E05006376,6
2803,E05006377,11
2804,E05006378,3
2805,E05006380,6
2806,E05006381,17
2807,E05006382,17
2808,E05006383,11
2809,E05006384,8
2810,E05006385,14
2811,E05006386,10
2812,E05006387,3
2813,E05006389,11
2814,E05006390,7
2815,E05006391,6
2816,E05006392,12
2817,E05006393,9
2818,E05006394,17
2819,E05006395,3
2820,E05006403,2
2821,E05006409,5
2822,E05006412,17
2823,E05006413,3
2824,E05006414,5
2825,E05006415,12
2826,E05006416,4
2827,E05006417,7
2828,E05006425,12
2829,E05006426,10
2830,E05006436,8
2831,E05006439,12
2832,E05006443,16
2833,E05006464,12
2834,E05006465,7
2835,E05006466,11
2836,E05006467,4
2837,E05006468,9
2838,E05006469,5
2839,E05006470,30
2840,E05006471,20
2841,E05006472,8
2842,E05006473,22
2843,E05006474,2
2844,E05006475,19
2845,E05006476,21
2846,E05006477,34
2847,E05006478,21
2848,E05006479,16
2849,E05006480,6
2850,E05006481,14
2851,E05006482,10
2852,E05006483,26
2853,E05006484,12
2854,E05006485,22
2855,E05006486,15
2856,E05006487,10
2857,E05006488,12
2858,E05006490,17
2859,E05006491,10
2860,E05006493,9
2861,E05006494,4
2862,E05006495,6
2863,E05006496,3
2864,E05006497,11
2865,E05006498,5
2866,E05006499,9
2867,E05006501,17
2868,E05006503,8
2869,E05006506,12
2870,E05006507,7
2871,E05006508,24
2872,E05006509,14
2873,E05006510,18
2874,E05006511,16
2875,E05006512,5
2876,E05006513,13
2877,E05006515,13
2878,E05006516,13
2879,E05006517,11
2880,E05006518,12
2881,E05006519,10
2882,E05006520,26
2883,E05006521,16
2884,E05006522,9
2885,E05006523,15
2886,E05006524,3
2887,E05006525,3
